full_date,AMD_股價,SP500_大盤指數,美光_股價,NVIDIA_股價,三星_股價(美金),TSMC_ADR股價,費城半導體指數
2022-09-19,76.7699966430664,369.3291320800781,51.0993537902832,13.333995819091797,4854325046149120.0,73.66130828857422,2577.93994140625
2022-09-20,75.25,364.987060546875,49.8243293762207,13.128734588623047,4854325046149120.0,73.58596801757812,2539.5
2022-09-21,74.4800033569336,358.76153564453125,49.13777160644531,13.213430404663086,4854325046149120.0,72.63494873046875,2514.9599609375
2022-09-22,69.5,355.7287902832031,48.70622253417969,12.515942573547363,4854325046149120.0,71.21314239501953,2444.25
2022-09-23,67.95999908447266,349.8233337402344,49.13777160644531,12.471102714538574,4854325046149120.0,69.55595397949219,2408.89990234375
2022-09-26,66.30000305175781,346.3735046386719,47.941200256347656,12.184134483337402,4854325046149120.0,68.74613952636719,2373.469970703125
2022-09-27,67.16999816894531,345.4835205078125,49.608558654785156,12.368471145629883,3412729205358592.0,68.76498413085938,2398.0400390625
2022-09-28,68.36000061035156,352.19580078125,50.02048873901367,12.690314292907715,3412729205358592.0,67.91753387451172,2427.260009765625
2022-09-29,64.13999938964844,344.95343017578125,49.04949188232422,12.176166534423828,-432448244547584.0,65.23400115966797,2347.360107421875
2022-09-30,63.36000061035156,339.5382080078125,49.13777160644531,12.095454216003418,-432448244547584.0,64.55603790283203,2306.699951171875
2022-10-03,66.11000061035156,348.5226135253906,50.72665786743164,12.467119216918945,-432448244547584.0,65.20573425292969,2393.320068359375
2022-10-04,67.9000015258789,359.1919860839844,52.92362976074219,13.119767189025879,-432448244547584.0,68.5578384399414,2500.110107421875
2022-10-05,67.94000244140625,358.349365234375,53.6788444519043,13.16161823272705,-432448244547584.0,70.13031005859375,2523.610107421875
2022-10-06,67.8499984741211,354.80877685546875,53.570953369140625,13.082900047302246,-432448244547584.0,70.00789642333984,2508.840087890625
2022-10-07,58.439998626708984,344.91552734375,52.003299713134766,12.032679557800293,-432448244547584.0,65.6765365600586,2356.75
2022-10-10,57.810001373291016,342.3499755859375,50.4995231628418,11.628137588500977,-432448244547584.0,63.50144577026367,2275.340087890625
2022-10-11,57.630001068115234,340.0021667480469,52.789581298828125,11.544441223144531,-432448244547584.0,59.74447250366211,2218.489990234375
2022-10-12,57.849998474121094,338.9039306640625,51.846031188964844,11.458747863769531,-432448244547584.0,60.36592483520508,2198.60009765625
2022-10-13,58.939998626708984,347.9261474609375,53.919883728027344,11.917097091674805,-432448244547584.0,62.729347229003906,2263.239990234375
2022-10-14,55.939998626708984,339.954833984375,51.816551208496094,11.186727523803711,-432448244547584.0,60.187015533447266,2162.320068359375
2022-10-17,57.959999084472656,348.7024230957031,52.58318328857422,11.845355987548828,-432448244547584.0,61.100364685058594,2211.659912109375
2022-10-18,57.91999816894531,352.6975402832031,51.64945983886719,11.924071311950684,-432448244547584.0,59.98927688598633,2220.9599609375
2022-10-19,57.22999954223633,350.3780517578125,52.121238708496094,12.007770538330078,-432448244547584.0,59.942203521728516,2237.739990234375
2022-10-20,57.77000045776367,347.3959045410156,52.779762268066406,12.150256156921387,-432448244547584.0,59.86688232421875,2253.219970703125
2022-10-21,58.81999969482422,355.7837829589844,55.0894889831543,12.421280860900879,-432448244547584.0,60.02694320678711,2336.68994140625
2022-10-24,58.70000076293945,360.1575927734375,55.2762336730957,12.553805351257324,-432448244547584.0,57.71060562133789,2351.550048828125
2022-10-25,61.470001220703125,365.9420471191406,54.91257095336914,13.213430404663086,-432448244547584.0,57.56937026977539,2404.68994140625
2022-10-26,59.72999954223633,363.1776123046875,54.4997673034668,12.849738121032715,-432448244547584.0,57.286895751953125,2376.330078125
2022-10-27,58.599998474121094,361.2463073730469,51.31528854370117,13.128734588623047,-432448244547584.0,57.39046859741211,2340.60009765625
2022-10-28,62.0099983215332,369.7193603515625,53.11392593383789,13.78437328338623,-432448244547584.0,58.3885612487793,2433.659912109375
2022-10-31,60.060001373291016,367.12542724609375,53.17289733886719,13.448585510253906,-432448244547584.0,57.9554328918457,2384.449951171875
2022-11-01,59.65999984741211,365.6675109863281,53.919883728027344,13.494418144226074,-432448244547584.0,57.98368453979492,2402.75
2022-11-02,58.630001068115234,356.2950744628906,52.53403854370117,13.17158031463623,-432448244547584.0,56.9855842590332,2328.469970703125
2022-11-03,60.11000061035156,352.71649169921875,52.563533782958984,13.372856140136719,-432448244547584.0,56.75959777832031,2292.85009765625
2022-11-04,62.189998626708984,357.7056884765625,55.19759750366211,14.105220794677734,-432448244547584.0,58.83111572265625,2398.239990234375
2022-11-07,63.08000183105469,361.198974609375,55.59074783325195,14.249698638916016,-432448244547584.0,59.094764709472656,2450.6201171875
2022-11-08,63.849998474121094,363.15869140625,56.50481033325195,14.549620628356934,-432448244547584.0,61.222782135009766,2503.389892578125
2022-11-09,59.91999816894531,355.74591064453125,55.0108528137207,13.726582527160645,-432448244547584.0,61.203948974609375,2424.820068359375
2022-11-10,68.47000122070312,375.229248046875,59.23716735839844,15.693502426147461,-432448244547584.0,66.702880859375,2672.5
2022-11-11,72.37000274658203,378.84576416015625,61.448612213134766,16.268430709838867,-432448244547584.0,69.51827239990234,2754.89990234375
2022-11-14,73.52999877929688,375.6647644042969,60.72129821777344,16.23654556274414,-432448244547584.0,68.54841613769531,2728.050048828125
2022-11-15,76.37000274658203,378.855224609375,62.0186653137207,16.60621452331543,-432448244547584.0,75.76106262207031,2810.610107421875
2022-11-16,72.69999694824219,376.0718078613281,57.86116027832031,15.852926254272461,-432448244547584.0,74.81004333496094,2690.820068359375
2022-11-17,73.9000015258789,374.80322265625,57.733394622802734,15.620762825012207,-432448244547584.0,76.72149658203125,2719.10009765625
2022-11-18,73.56999969482422,376.58306884765625,57.576133728027344,15.35372543334961,-432448244547584.0,77.4653549194336,2724.030029296875
2022-11-21,72.45999908447266,375.14410400390625,56.18046569824219,15.262056350708008,-432448244547584.0,75.26202392578125,2675.830078125
2022-11-22,75.25,380.31317138671875,57.61543655395508,15.980472564697266,-432448244547584.0,77.71959686279297,2756.820068359375
2022-11-23,76.4000015258789,382.58526611328125,57.92013168334961,16.45974349975586,-432448244547584.0,77.18289184570312,2786.419921875
2022-11-25,75.13999938964844,382.55682373046875,57.40903854370117,16.211639404296875,-432448244547584.0,76.64617919921875,2751.27001953125
2022-11-28,73.19000244140625,376.4979553222656,54.794620513916016,15.770225524902344,-432448244547584.0,74.59346771240234,2678.780029296875
2022-11-29,73.38999938964844,375.8541259765625,54.1754150390625,15.582900047302246,-432448244547584.0,74.69706726074219,2670.64990234375
2022-11-30,77.62999725341797,387.5081787109375,56.66205978393555,16.866609573364258,-432448244547584.0,78.13388061523438,2826.85009765625
2022-12-01,77.4800033569336,387.34716796875,54.53907775878906,17.077903747558594,-432448244547584.0,77.85140991210938,2804.699951171875
2022-12-02,74.9800033569336,386.9306335449219,53.74296569824219,16.819765090942383,-432448244547584.0,76.74031829833984,2771.239990234375
2022-12-05,73.62000274658203,379.9627685546875,53.11392593383789,16.55465316772461,-432448244547584.0,76.85333251953125,2738.050048828125
2022-12-06,70.2699966430664,374.5287170410156,52.760101318359375,15.933728218078613,-432448244547584.0,74.91362762451172,2673.530029296875
2022-12-07,70.13999938964844,373.8092346191406,52.897701263427734,16.0662841796875,-432448244547584.0,74.6123046875,2673.25
2022-12-08,70.47000122070312,376.7439880371094,54.254051208496094,17.11178970336914,-432448244547584.0,76.08122253417969,2744.72998046875
2022-12-09,68.58999633789062,373.9607238769531,53.92970657348633,16.944345474243164,-432448244547584.0,75.97763061523438,2721.02001953125
2022-12-12,70.66999816894531,379.2054748535156,54.40148162841797,17.4765682220459,-432448244547584.0,75.73281860351562,2779.2099609375
2022-12-13,71.6500015258789,382.2328186035156,54.293373107910156,18.01177978515625,-432448244547584.0,75.80815124511719,2821.530029296875
2022-12-14,68.93000030517578,379.9413146972656,53.65449905395508,17.615108489990234,-432448244547584.0,75.34675598144531,2777.27001953125
2022-12-15,66.52999877929688,370.5284118652344,51.1482048034668,16.8955078125,-432448244547584.0,73.4917221069336,2661.409912109375
2022-12-16,65.41000366210938,366.00262451171875,51.17768859863281,16.515783309936523,-432448244547584.0,72.25123596191406,2636.10009765625
2022-12-19,64.58999633789062,362.9600524902344,50.833683013916016,16.199832916259766,-432448244547584.0,72.06182861328125,2599.860107421875
2022-12-20,65.05000305175781,363.37835693359375,49.81150436401367,16.031400680541992,-432448244547584.0,71.6073226928711,2583.639892578125
2022-12-21,67.68000030517578,368.7980041503906,50.31276321411133,16.44601058959961,-432448244547584.0,73.0466537475586,2644.5
2022-12-22,63.86000061035156,363.7777404785156,48.58292770385742,15.287888526916504,-432448244547584.0,71.28535461425781,2533.330078125
2022-12-23,64.5199966430664,365.6698303222656,49.33974075317383,15.155328750610352,-432448244547584.0,70.91606140136719,2535.489990234375
2022-12-27,63.27000045776367,364.26263427734375,49.162818908691406,14.073945999145508,-432448244547584.0,70.37628173828125,2490.169921875
2022-12-28,62.56999969482422,359.8414306640625,48.27824020385742,13.98923110961914,54798225244160.0,69.18315887451172,2453.489990234375
2022-12-29,64.81999969482422,366.0691223144531,49.782020568847656,14.554338455200195,54798225244160.0,71.96715545654297,2534.949951171875
2022-12-30,64.7699966430664,365.3085021972656,49.235286712646484,14.565302848815918,54798225244160.0,70.53726959228516,2532.110107421875
2023-01-03,64.0199966430664,363.7111511230469,49.619483947753906,14.267297744750977,54798225244160.0,70.1016845703125,2500.989990234375
2023-01-04,64.66000366210938,366.5445861816406,53.39241027832031,14.699851989746094,54798225244160.0,72.27017974853516,2569.4599609375
2023-01-05,62.33000183105469,362.3800048828125,53.89481735229492,14.217464447021484,54798225244160.0,71.71147155761719,2518.52001953125
2023-01-06,63.959999084472656,370.6520080566406,55.92412567138672,14.809487342834473,54798225244160.0,73.92730712890625,2636.10009765625
2023-01-09,67.23999786376953,370.39532470703125,55.52021789550781,15.575923919677734,54798225244160.0,76.0484390258789,2686.75
2023-01-10,68.05000305175781,373.0575256347656,56.35757064819336,15.855986595153809,54798225244160.0,76.95751190185547,2721.2900390625
2023-01-11,69.05999755859375,377.7070007324219,57.19489669799805,15.947680473327637,54798225244160.0,77.44046020507812,2755.360107421875
2023-01-12,70.80000305175781,379.1806945800781,56.41666793823242,16.45598030090332,54798225244160.0,82.3834457397461,2789.64990234375
2023-01-13,71.0,380.67352294921875,56.08173751831055,16.842693328857422,54798225244160.0,82.19405364990234,2800.659912109375
2023-01-17,71.58999633789062,379.96990966796875,56.00292205810547,17.643014907836914,54798225244160.0,84.2678451538086,2807.47998046875
2023-01-18,70.52999877929688,373.9798278808594,55.667991638183594,17.319095611572266,54798225244160.0,84.72237396240234,2789.469970703125
2023-01-19,67.70999908447266,371.3176574707031,55.52021789550781,16.70913314819336,54798225244160.0,83.70914459228516,2710.43994140625
