full_date,平台成本指標(AMD),全球物流通膨(原油),CPU成本指標(Intel),美金購買力大盤(S&P500),記憶體成本指標(美光),上游硬體通膨指數,大盤累計通膨率(%)
2021-03-04,77.75,63.83000183105469,53.051876068115234,349.1807861328125,82.23331451416016,72.13388862609864,2.1284701119552625
2021-03-05,78.5199966430664,66.08999633789062,55.243797302246094,355.61767578125,86.71894836425781,74.81671752929688,4.011132956480626
2021-03-08,73.95999908447266,65.05000305175781,54.43433380126953,353.8814392089844,82.93540954589844,71.69246368408203,3.5033181169479914
2021-03-09,78.52999877929688,64.01000213623047,56.99915313720703,358.868408203125,87.07975006103516,75.49064559936522,4.961907862128355
2021-03-10,77.5199966430664,64.44000244140625,56.61716842651367,361.06646728515625,83.2864761352539,73.55573997497558,5.60479664690289
2021-03-11,81.2300033569336,66.0199966430664,57.58124923706055,364.7788391113281,87.08948516845703,76.47916984558105,6.690591943066328
2021-03-12,81.05000305175781,65.61000061035156,57.208343505859375,365.3514404296875,85.5877914428711,75.7126205444336,6.858066497653901
2021-03-15,82.5,65.38999938964844,58.017818450927734,367.56793212890625,86.64093017578125,76.81171760559081,7.50634645819835
2021-03-16,82.75,64.80000305175781,58.91823959350586,367.0508117675781,89.1567611694336,78.16317634582519,7.355098985646709
2021-03-17,82.62999725341797,64.5999984741211,59.82774353027344,368.25128173828125,92.40400695800781,79.69892501831055,7.706212696343899
2021-03-18,78.12000274658203,60.0,57.96323776245117,362.8764343261719,87.5868148803711,75.85969810485841,6.1341761895151805
2021-03-19,79.05999755859375,61.41999816894531,57.99052810668945,362.2023010253906,88.2596664428711,76.4190242767334,5.937005539254588
2021-03-22,80.30000305175781,61.54999923706055,59.69131088256836,365.0651550292969,89.0105209350586,77.60160255432129,6.774333683253964
2021-03-23,78.37999725341797,57.7599983215332,57.735870361328125,362.22076416015625,83.2767105102539,74.14544448852538,5.942405640812201
2021-03-24,76.4800033569336,61.18000030517578,56.426170349121094,360.36444091796875,80.93638610839844,72.24640655517578,5.399467826685838
2021-03-25,76.22000122070312,58.560001373291016,56.40797424316406,362.4224853515625,81.99928283691406,72.58810577392578,6.001405097499503
2021-03-26,77.41000366210938,60.970001220703125,59.00008773803711,368.28814697265625,85.80231475830078,75.24395332336425,7.716995047883728
2021-03-29,77.13999938964844,61.560001373291016,58.66355895996094,368.102783203125,84.43711853027344,74.51591491699219,7.662779813402838
2021-03-30,76.0,60.54999923706055,57.99961471557617,367.1947021484375,84.38837432861328,73.95523414611816,7.397184074645291
2021-03-31,78.5,59.15999984741211,58.208805084228516,368.6309509277344,86.01686096191406,75.41938591003418,7.817258421101347
2021-04-01,81.08999633789062,61.45000076293945,58.70904541015625,372.5783996582031,90.1124267578125,77.98468322753907,8.971809059906583
2021-04-05,81.43000030517578,58.650001525878906,60.518985748291016,377.925048828125,91.41910552978516,79.1523380279541,10.535598138901857
2021-04-06,81.44000244140625,59.33000183105469,59.62763977050781,377.6933898925781,91.16557312011719,78.7865219116211,10.467842484482295
2021-04-07,82.19999694824219,59.77000045776367,60.25521469116211,378.16583251953125,91.62389373779297,79.38612098693848,10.606022603843284
2021-04-08,83.3499984741211,59.599998474121094,60.98282241821289,379.9265441894531,92.92080688476562,80.46816902160646,11.120995925110142
2021-04-09,82.76000213623047,59.31999969482422,62.08333969116211,382.67852783203125,92.93057250976562,80.62523155212402,11.925896682400747
2021-04-12,78.58000183105469,59.70000076293945,59.49122619628906,382.8361511230469,93.2133560180664,78.70671081542969,11.97199837586367
2021-04-13,80.19000244140625,60.18000030517578,59.31842041015625,383.957275390625,89.85889434814453,77.79608459472655,12.299905038544676
2021-04-14,78.55000305175781,63.150001525878906,58.381622314453125,382.67852783203125,88.41569519042969,76.44576568603514,11.925896682400747
2021-04-15,83.01000213623047,63.459999084472656,59.13650894165039,386.7929382324219,88.02561950683594,77.85420112609863,13.129280305704658
2021-04-16,82.1500015258789,63.130001068115234,58.89094543457031,388.1549987792969,88.40596008300781,77.67466812133789,13.527656062265581
2021-04-19,81.11000061035156,63.380001068115234,57.87228775024414,386.25543212890625,86.21188354492188,76.17943992614747,12.9720704069704
2021-04-20,79.2699966430664,62.439998626708984,57.02644729614258,383.4477233886719,85.30501556396484,75.01093940734863,12.150871161342272
2021-04-21,81.61000061035156,61.349998474121094,57.93595504760742,387.03369140625,87.26502227783203,76.7697956085205,13.199695844858383
2021-04-22,79.05999755859375,61.43000030517578,56.90821075439453,383.59588623046875,82.60384368896484,73.83199996948242,12.194205860618649
2021-04-23,82.76000213623047,62.13999938964844,53.87953186035156,387.6175842285156,83.89105224609375,74.5482810974121,13.370472940894414
2021-04-26,85.41000366210938,61.90999984741211,53.44296646118164,388.4885559082031,85.65603637695312,75.91830558776856,13.625214921810546
2021-04-27,85.20999908447266,62.939998626708984,52.724449157714844,388.3681640625,87.23577880859375,76.27464599609375,13.590002689339833
2021-04-28,84.0199966430664,63.86000061035156,52.40612030029297,388.2198486328125,83.89105224609375,74.48425598144532,13.546623361124963
2021-04-29,83.91000366210938,65.01000213623047,53.00639724731445,390.67535400390625,85.87055969238281,75.42314414978027,14.264810090924321
2021-04-30,81.62000274658203,63.58000183105469,52.324256896972656,388.1457214355469,83.93004608154297,73.7552963256836,13.524942622805227
2021-05-03,78.55000305175781,64.48999786376953,52.07868957519531,388.9796447753906,82.90615844726562,72.3510711669922,13.768848697455338
2021-05-04,78.61000061035156,65.69000244140625,51.75126266479492,386.6168518066406,82.31134033203125,72.03291511535645,13.077778510684123
2021-05-05,77.83000183105469,65.62999725341797,51.70579147338867,386.67236328125,83.03292846679688,72.07390937805175,13.094014518507754
2021-05-06,77.88999938964844,64.70999908447266,52.335391998291016,389.8136291503906,82.69161987304688,72.14426536560059,14.012772623680847
2021-05-07,78.80999755859375,64.9000015258789,52.77465057373047,392.6398620605469,83.8423080444336,73.0123176574707,14.839389822441984
2021-05-10,75.98999786376953,64.91999816894531,51.21895980834961,388.8221740722656,78.83983612060547,69.69862174987793,13.722791632930909
2021-05-11,76.83000183105469,65.27999877929688,50.3679084777832,385.3565979003906,78.67405700683594,69.62899589538574,12.709179181885508
2021-05-12,74.63999938964844,66.08000183105469,49.06843566894531,377.118896484375,74.89054870605469,67.06875,10.299814531057413
2021-05-13,73.08999633789062,63.81999969482422,49.42532730102539,381.5944519042969,75.2708511352539,66.86293754577638,11.608825925985762
2021-05-14,74.58999633789062,65.37000274658203,50.651580810546875,387.48785400390625,77.71842956542969,68.65984497070312,13.332529417387953
2021-05-17,74.6500015258789,66.2699966430664,50.63328552246094,386.56121826171875,78.39128112792969,68.94149856567383,13.061506799709699
2021-05-18,74.44000244140625,65.48999786376953,50.184879302978516,383.23455810546875,76.91879272460938,68.15498161315918,12.088524534268018
2021-05-19,76.2300033569336,63.36000061035156,50.660736083984375,382.1968078613281,77.94271850585938,69.24430923461914,11.785003123579404
2021-05-20,78.05999755859375,62.04999923706055,51.200660705566406,386.2369384765625,79.11286926269531,70.42334518432617,12.966661379625085
2021-05-21,77.16999816894531,63.58000183105469,51.31962585449219,386.0145263671875,78.71308898925781,70.03212280273436,12.901610238878177
2021-05-24,77.44000244140625,66.05000305175781,52.12491989135742,389.8971252441406,80.83887481689453,71.20502662658691,14.037193578824034
2021-05-25,77.86000061035156,66.06999969482422,52.04255294799805,389.0538024902344,79.21039581298828,70.6549243927002,13.790538361562774
2021-05-26,78.33999633789062,66.20999908447266,52.08831787109375,389.767333984375,80.19526672363281,71.20660095214845,13.999232203742174
2021-05-27,78.41999816894531,66.8499984741211,52.82955551147461,389.97119140625,81.84325408935547,72.11216773986817,14.058856465568374
2021-05-28,80.08000183105469,66.31999969482422,52.27133560180664,390.71246337890625,82.04803466796875,72.5246150970459,14.275663848765738
2021-06-01,80.80999755859375,67.72000122070312,52.06086730957031,390.40673828125,82.05780029296875,72.68437957763672,14.186245307601835
2021-06-02,81.97000122070312,68.83000183105469,52.60078048706055,391.05535888671875,82.2430648803711,73.26846046447754,14.375953999346452
2021-06-03,80.27999877929688,68.80999755859375,51.466033935546875,389.56353759765625,79.99048614501953,71.52000427246094,13.93962579349137
2021-06-04,81.58000183105469,69.62000274658203,52.500118255615234,393.1124267578125,81.67747497558594,72.89502601623535,14.977605644953766
2021-06-07,81.3499984741211,69.2300033569336,52.24388122558594,392.7788391113281,81.95053100585938,72.85837631225586,14.880037859621101
2021-06-08,80.88999938964844,70.05000305175781,52.161521911621094,392.79742431640625,78.52778625488281,71.32657089233398,14.88547366432951
2021-06-09,79.95999908447266,69.95999908447266,52.161521911621094,392.1673583984375,76.70427703857422,70.31816711425782,14.701191851505596
2021-06-10,81.55999755859375,70.29000091552734,52.50926971435547,394.0678405761719,77.30886840820312,71.14432754516602,15.257045280431736
2021-06-11,81.30999755859375,70.91000366210938,52.93937683105469,394.7182312011719,77.36736297607422,71.22175750732421,15.447271667862871
2021-06-14,81.55000305175781,70.87999725341797,53.25050735473633,395.6661376953125,78.4887924194336,71.83567008972167,15.724515559567005
2021-06-15,80.47000122070312,72.12000274658203,53.06748580932617,394.8948059082031,80.13681030273438,72.11597023010253,15.498916275486582
2021-06-16,80.11000061035156,72.1500015258789,52.36285400390625,392.7109069824219,78.4887924194336,71.13737335205079,14.860169056204168
2021-06-17,84.55999755859375,71.04000091552734,52.32624053955078,392.5901794433594,78.63504791259766,72.51989059448242,14.824858640068772
2021-06-18,84.6500015258789,71.63999938964844,50.944419860839844,387.3115234375,75.03681182861328,70.69305114746093,13.280956216065828
2021-06-21,82.58999633789062,73.66000366210938,51.127445220947266,392.7760009765625,75.15380859375,70.17675590515137,14.879207761365137
2021-06-22,83.58000183105469,73.05999755859375,51.127445220947266,394.6439208984375,75.72915649414062,70.70389671325684,15.425537374816944
2021-06-23,83.81999969482422,73.08000183105469,50.56922149658203,394.4115905761719,77.05534362792969,71.13890380859375,15.357585353068012
2021-06-24,86.0999984741211,73.30000305175781,51.31045913696289,396.69769287109375,78.57655334472656,72.65375862121581,16.026225035352816
2021-06-25,85.62000274658203,74.05000305175781,51.16404724121094,398.1567687988281,79.99048614501953,73.0314094543457,16.45297587100737
2021-06-28,87.08000183105469,72.91000366210938,52.60078048706055,399.00244140625,81.30692291259766,74.42700386047363,16.70031837392142
2021-06-29,89.5199966430664,72.9800033569336,51.93275451660156,399.1789245605469,80.86812591552734,74.78307571411133,16.751936204182037
2021-06-30,93.93000030517578,73.47000122070312,51.37451934814453,399.5321350097656,82.8671646118164,76.73822174072265,16.855243271004856
2021-07-01,93.30999755859375,75.2300033569336,51.25556564331055,401.7903137207031,78.11827087402344,74.61697731018066,17.5157158575455
2021-07-02,94.69999694824219,75.16000366210938,51.941890716552734,404.8477783203125,78.33277893066406,75.3256778717041,18.40996374969842
2021-07-06,94.47000122070312,73.37000274658203,51.328765869140625,403.8161926269531,79.06413269042969,75.365283203125,18.10824534812491
2021-07-07,90.54000091552734,72.19999694824219,51.209800720214844,405.4704284667969,76.27521514892578,73.03502655029297,18.592076596111585
2021-07-08,89.73999786376953,72.94000244140625,50.68819046020508,402.2178955078125,75.19283294677734,72.20558967590333,17.640775068989644
2021-07-09,90.9000015258789,74.55999755859375,51.23725509643555,406.4927673339844,76.78231048583984,73.35410118103027,18.89109048401244
2021-07-12,90.80999755859375,74.0999984741211,51.91444396972656,407.99822998046875,77.5819091796875,73.8500961303711,19.33140851696877
2021-07-13,90.26000213623047,75.25,52.04255294799805,406.5670166015625,76.49951171875,73.29057121276855,18.912806925482972
2021-07-14,89.05000305175781,73.12999725341797,51.722267150878906,407.1060791015625,76.53850555419922,72.8470832824707,19.07047203938986
2021-07-15,86.93000030517578,71.6500015258789,51.07253646850586,405.7120361328125,75.0075454711914,71.40377922058106,18.662742057320873
2021-07-16,85.88999938964844,71.80999755859375,50.3038444519043,402.64532470703125,73.1450424194336,70.11617012023926,17.765789651495297
2021-07-19,86.58000183105469,66.41999816894531,50.00185775756836,396.6326599121094,72.72572326660156,70.06484718322754,16.00720418176724
2021-07-20,87.11000061035156,67.41999816894531,50.550926208496094,402.3851013183594,73.51558685302734,70.70451278686524,17.689679459789907
2021-07-21,89.41000366210938,70.30000305175781,51.456886291503906,405.64703369140625,75.2708511352539,72.36840744018555,18.643730129522996
2021-07-22,91.20999908447266,71.91000366210938,51.209800720214844,406.52984619140625,73.65211486816406,72.18678588867188,18.901935316066158
2021-07-23,92.1500015258789,72.06999969482422,48.501068115234375,410.5352783203125,74.05191802978516,71.81608810424805,20.073444951498608
2021-07-26,91.81999969482422,71.91000366210938,49.699867248535156,411.6318664550781,74.40299224853516,72.21715698242187,20.39417528086999
2021-07-27,91.02999877929688,71.6500015258789,48.6657829284668,409.7546081542969,72.37467193603516,70.85860328674316,19.845114376382437
2021-07-28,97.93000030517578,72.38999938964844,48.56512451171875,409.5316162109375,73.67161560058594,73.41718368530275,19.779893645669258
2021-07-29,102.94999694824219,73.62000274658203,49.14164733886719,411.35308837890625,75.16357421875,75.69292297363282,20.312638210243893
2021-07-30,106.19000244140625,73.94999694824219,49.159950256347656,409.2713928222656,75.6511459350586,76.86544418334961,19.703783453963865
2021-08-02,108.62999725341797,71.26000213623047,49.12334060668945,408.4443359375,75.70967102050781,77.60986976623535,19.461885681545926
2021-08-03,112.55999755859375,70.55999755859375,49.47108840942383,411.7061462402344,78.8495864868164,80.14916038513184,20.415900648128222
2021-08-04,118.7699966430664,68.1500015258789,49.324668884277344,409.74530029296875,79.94174194335938,82.40509643554688,19.842392011134386
2021-08-05,112.3499984741211,69.08999633789062,49.6359748840332,412.2915954589844,79.46392059326172,80.38136024475098,20.58713295933688
2021-08-06,110.11000061035156,68.27999877929688,49.66360855102539,413.00726318359375,79.96126556396484,79.91658897399901,20.796451606655175
2021-08-09,107.58000183105469,66.4800033569336,49.78335952758789,412.7191467285156,78.21575164794922,78.49530906677245,20.712183244993323
2021-08-10,106.4800033569336,68.29000091552734,49.68204116821289,413.20233154296875,74.02267456054688,76.45768318176269,20.853505241624198
2021-08-11,107.68000030517578,69.25,49.866241455078125,414.17816162109375,73.1645278930664,76.52968368530273,21.138916229072485
2021-08-12,106.5,69.08999633789062,49.3136100769043,415.1446228027344,68.5033950805664,74.14544105529785,21.421586999697325
2021-08-13,110.55000305175781,68.44000244140625,49.26756286621094,416.1947937011719,69.15673828125,75.60796508789062,21.728741205979244
2021-08-16,107.4800033569336,67.29000091552734,49.249141693115234,417.26348876953125,69.1664810180664,74.68533592224122,22.04131336539417
2021-08-17,107.55999755859375,66.58999633789062,48.53070831298828,414.4291076660156,69.02021789550781,74.43529891967773,21.212312981317524
2021-08-18,103.44000244140625,65.45999908447266,48.0701789855957,409.95904541015625,68.86418914794922,72.99873008728028,19.904908228174907
2021-08-19,103.69999694824219,63.689998626708984,48.300445556640625,410.5632019042969,68.53264617919922,73.01319122314453,20.081612047242768
2021-08-20,104.6500015258789,62.31999969482422,47.90439224243164,413.8342590332031,68.48390197753906,73.15987892150879,21.038331527497718
2021-08-23,108.7699966430664,65.63999938964844,49.0280876159668,417.4400634765625,69.95635223388672,75.32196617126465,22.092957973017878
2021-08-24,107.6500015258789,67.54000091552734,49.56229782104492,418.16497802734375,70.19037628173828,75.23984031677246,22.30498113400883
2021-08-25,108.30000305175781,68.36000061035156,49.56229782104492,419.0384826660156,72.19915008544922,76.23835029602051,22.560463955303938
2021-08-26,107.2699966430664,67.41999816894531,48.935977935791016,416.5664978027344,70.96072387695312,75.24608192443847,21.837457300147374
2021-08-27,111.4000015258789,68.73999786376953,49.6359748840332,420.2279968261719,72.16014862060547,77.17485237121582,22.908373308217357
2021-08-30,111.31999969482422,69.20999908447266,49.68204116821289,422.095947265625,71.3410415649414,76.8370288848877,23.45471184745686
2021-08-31,110.72000122070312,68.5,49.79256820678711,421.6405334472656,71.86762237548828,76.90081977844238,23.321512317631655
2021-09-01,109.98999786376953,68.58999633789062,49.433349609375,421.8263854980469,71.88711547851562,76.58185043334962,23.375870364715716
2021-09-02,109.19999694824219,69.98999786376953,49.48861312866211,423.0902099609375,72.15040588378906,76.46674537658691,23.745514010675066
2021-09-03,109.91999816894531,69.29000091552734,49.28597640991211,422.9044189453125,71.97488403320312,76.55174598693847,23.691173815166394
2021-09-07,109.1500015258789,68.3499984741211,49.41493225097656,421.5383605957031,71.8091049194336,76.29312210083009,23.291628780416964
2021-09-08,106.16999816894531,69.30000305175781,49.34124755859375,420.9807434082031,70.47315979003906,74.84263763427734,23.128536787589372
2021-09-09,106.1500015258789,68.13999938964844,49.18466567993164,419.10357666015625,71.05823516845703,75.02369422912598,22.579502660464907
2021-09-10,105.19999694824219,69.72000122070312,49.589935302734375,415.90673828125,71.67259216308594,75.10601654052734,21.64449069589279
2021-09-13,104.80000305175781,70.44999694824219,50.64916229248047,416.8731384277344,72.50143432617188,75.63532333374023,21.92714361494223
2021-09-14,105.7300033569336,70.45999908447266,50.21625518798828,414.6521301269531,71.66283416748047,75.44901123046876,21.277542637818403
2021-09-15,105.5999984741211,72.61000061035156,50.76889419555664,418.0998840332031,71.98462677001953,75.70451850891114,22.28594242884786
2021-09-16,106.22000122070312,72.61000061035156,50.50178909301758,417.3193359375,72.77446746826172,76.1263240814209,22.057647556882483
2021-09-17,103.87999725341797,71.97000122070312,49.97677230834961,413.2952880859375,72.45269775390625,75.13810997009277,20.880693190953927
2021-09-20,101.55000305175781,70.29000091552734,48.797821044921875,406.3254089355469,70.5706787109375,73.3326187133789,18.842141464273688
2021-09-21,102.81999969482422,70.55999755859375,48.69649887084961,406.09307861328125,70.34639739990234,73.59350852966308,18.774189442524754
2021-09-22,104.37999725341797,72.2300033569336,49.276771545410156,410.0984191894531,72.1308822631836,74.94938354492187,19.945672300594108
2021-09-23,106.1500015258789,73.30000305175781,49.76493835449219,415.0145568847656,72.19915008544922,75.65414199829102,21.38354529252618
2021-09-24,105.80000305175781,73.9800033569336,49.9399299621582,415.8103332519531,72.20893096923828,75.60555229187011,21.616294132553122
2021-09-27,108.16000366210938,75.44999694824219,50.34519958496094,414.50421142578125,73.3108139038086,76.87588653564453,21.234279344843614
2021-09-28,101.5199966430664,75.29000091552734,49.7373046875,406.22979736328125,71.28253173828125,73.89020309448242,18.814176971414184
2021-09-29,100.3499984741211,74.83000183105469,49.26756286621094,406.9295349121094,69.85882568359375,72.82879867553712,19.018836357553845
2021-09-30,102.9000015258789,75.02999877929688,49.07413864135742,401.8921203613281,69.31199645996094,73.31704063415528,17.545492285307805
2021-10-01,102.44999694824219,75.87999725341797,49.60835266113281,406.6776428222656,69.32176208496094,73.34620971679686,18.945162905890154
2021-10-04,100.33999633789062,77.62000274658203,49.249141693115234,401.397705078125,68.96044158935547,72.46091804504394,17.40088559880387
2021-10-05,101.80999755859375,78.93000030517578,49.691253662109375,405.6048583984375,68.84325408935547,72.98767700195313,18.631394690923624
2021-10-06,103.63999938964844,77.43000030517578,49.71887969970703,407.33062744140625,68.29641723632812,73.32623062133788,19.136147985275663
2021-10-07,106.44999694824219,78.30000305175781,49.90309524536133,410.70758056640625,68.88231658935547,74.45885429382324,20.123839948844527
2021-10-08,105.05999755859375,79.3499984741211,49.56229782104492,410.1011657714844,68.47221374511719,73.77557411193847,19.94647562148698
2021-10-11,104.68000030517578,80.5199966430664,49.22150421142578,407.0414733886719,67.59335327148438,73.20779266357422,19.051576146832065
2021-10-12,105.04000091552734,80.63999938964844,48.051753997802734,406.0153503417969,65.15209197998047,71.98836326599121,18.75145546125659
2021-10-13,109.16000366210938,80.44000244140625,48.13465881347656,407.461181640625,64.82007598876953,73.11642913818359,19.17433250504999
2021-10-14,111.98999786376953,81.30999755859375,49.64519500732422,414.4389953613281,66.20673370361328,74.97325134277344,21.215204936531848
2021-10-15,112.12000274658203,82.27999877929688,50.160987854003906,417.6200866699219,66.08953094482422,75.12010955810547,22.145611194651522
2021-10-18,116.43000030517578,82.44000244140625,50.170204162597656,418.8327331542969,65.67941284179688,76.25182647705077,22.500286294640432
2021-10-19,116.33000183105469,82.95999908447266,50.851776123046875,422.1256103515625,65.98212432861328,76.54738311767578,23.463387713099834
2021-10-20,116.38999938964844,83.87000274658203,50.9991569519043,423.74884033203125,66.6656723022461,76.88301582336426,23.938150360784803
2021-10-21,119.33000183105469,82.5,51.579429626464844,424.8495788574219,67.0269775390625,78.08362045288087,24.260094597283185
2021-10-22,119.81999969482422,83.76000213623047,45.555686950683594,424.3365478515625,65.92353057861328,75.98211822509765,24.11004318028315
2021-10-25,122.36000061035156,83.76000213623047,45.5096321105957,426.5567626953125,67.14414978027344,77.21854972839355,24.75941208692682
2021-10-26,122.93000030517578,84.6500015258789,44.46883010864258,427.0417785644531,67.31991577148438,77.14761543273926,24.901269630819602
2021-10-27,122.27999877929688,82.66000366210938,44.109619140625,425.1387939453125,66.63638305664062,76.57143859863282,24.344684287302183
2021-10-28,121.16000366210938,82.80999755859375,44.28462219238281,429.2247619628906,67.94489288330078,76.81134490966798,25.539749076471065
2021-10-29,120.2300033569336,83.56999969482422,45.13199234008789,430.03631591796875,67.47615814208984,76.59906196594238,25.777112548738145
2021-11-01,125.2300033569336,84.05000305175781,45.63857650756836,430.92254638671875,69.03855895996094,78.87599754333496,26.036317423503547
2021-11-02,127.62999725341797,83.91000366210938,45.924110412597656,432.62030029296875,69.09716033935547,79.70509643554688,26.532876844748333
2021-11-03,130.52999877929688,80.86000061035156,46.412269592285156,435.2789306640625,69.57564544677734,80.91293869018554,27.31047361746912
2021-11-04,137.5,78.80999755859375,46.660831451416016,437.2752380371094,70.54236602783203,83.46519584655762,27.89435401976866
2021-11-05,136.33999633789062,81.2699966430664,47.22658920288086,438.81439208984375,71.20638275146484,83.55252876281739,28.344526122344167
2021-11-08,150.16000366210938,81.93000030517578,47.810890197753906,439.2715759277344,72.807861328125,88.51441268920898,28.478243347855887
2021-11-09,148.9199981689453,84.1500015258789,47.48627853393555,437.7416076660156,73.81364440917969,88.44734077453613,28.030757907377634
2021-11-10,139.8699951171875,81.33999633789062,47.078189849853516,434.2807922363281,71.68489074707031,84.75841178894044,27.018537879213206
2021-11-11,146.00999450683594,81.58999633789062,46.864871978759766,434.4580383300781,72.79810333251953,86.98170127868653,27.07037885416629
2021-11-12,147.88999938964844,80.79000091552734,46.660831451416016,437.65771484375,75.48348999023438,88.55864524841309,28.00622091699437
2021-11-15,146.49000549316406,80.87999725341797,46.670108795166016,437.76959228515625,74.9756851196289,87.93830833435058,28.03894285469719
