顯卡型號,報告日期,最低價格,最高價格,平均價格
Radeon RX 9070 XT,2025-10-23,599.99,899.99,740.35
Radeon RX 9070 XT,2025-11-01,599.99,899.99,739.54
Radeon RX 9070 XT,2025-11-08,599.99,899.99,737.49
Radeon RX 9070 XT,2025-11-15,619.99,849.99,725.6
Radeon RX 9070 XT,2025-11-23,599.99,849.99,709.46
Radeon RX 9070 XT,2025-12-01,599.99,879.99,708.29
Radeon RX 9070 XT,2025-12-08,599.99,889.35,725.53
Radeon RX 9070 XT,2025-12-15,599.99,879.99,721.86
Radeon RX 9070 XT,2025-12-23,599.99,899.99,715.47
Radeon RX 9070 XT,2026-01-01,599.99,937.0,751.13
Radeon RX 9070 XT,2026-01-08,599.99,965.0,770.17
Radeon RX 9070 XT,2026-01-15,635.99,967.0,778.6
Radeon RX 9070 XT,2026-01-23,635.99,949.0,790.27
Radeon RX 9070 XT,2026-02-01,657.49,967.0,805.7
Radeon RX 9070 XT,2026-02-08,699.99,899.99,798.13
Radeon RX 9070 XT,2026-02-15,699.99,949.0,809.59
Radeon RX 9070 XT,2026-02-23,699.99,949.0,803.02
Radeon RX 9070 XT,2026-03-01,729.99,908.49,816.1
Radeon RX 9070 XT,2026-03-08,699.99,949.0,809.7
Radeon RX 9070 XT,2026-03-15,699.99,949.0,808.8
Radeon RX 9070 XT,2026-03-23,699.99,908.49,803.62
Radeon RX 9070 XT,2026-04-01,699.99,908.49,791.8
Radeon RX 9070 XT,2026-04-08,699.99,939.99,806.32
Radeon RX 9070 XT,2026-04-15,699.99,939.99,797.01
Radeon RX 9070 XT,2026-04-23,699.99,939.99,800.1
Radeon RX 9070 XT,2026-05-01,635.99,989.99,795.95
Radeon RX 9070 XT,2026-05-08,699.99,908.49,792.51
Radeon RX 9070 XT,2026-05-15,635.99,995.0,803.06
Radeon RX 9070 XT,2026-05-23,635.99,939.99,786.58
Radeon RX 9070 XT,2026-06-01,635.99,953.99,787.6
Radeon RX 9070 XT,2026-06-08,635.99,989.99,800.3
Radeon RX 9070 XT,2026-06-15,635.99,989.99,799.68
Radeon RX 9070 XT,2026-06-23,635.99,979.99,782.1
Radeon RX 9070 XT,2026-07-01,635.99,989.99,803.34
Radeon RX 9070 XT,2026-07-08,635.99,998.31,806.74
Radeon RX 9070 XT,2026-07-15,635.99,998.31,804.47
Radeon RX 9070 XT,2026-07-23,635.99,998.31,799.06
Radeon RX 9070 XT,2026-08-01,699.99,999.99,806.62
Radeon RX 9070 XT,2026-08-08,699.99,939.99,807.29
Radeon RX 9070 XT,2026-08-15,699.99,939.99,809.45
Radeon RX 9070 XT,2026-08-23,699.99,946.92,810.06
Radeon RX 9070 XT,2026-09-01,699.99,989.99,829.88
Radeon RX 9070 XT,2026-09-08,699.99,989.99,842.84
