顯卡型號,報告日期,最低價格,最高價格,平均價格
Radeon RX 7600,2024-10-23,249.99,297.0,266.29
Radeon RX 7600,2024-11-01,249.99,319.99,270.32
Radeon RX 7600,2024-11-08,249.99,339.99,281.27
Radeon RX 7600,2024-11-15,249.99,319.99,274.15
Radeon RX 7600,2024-11-23,229.99,319.99,268.48
Radeon RX 7600,2024-12-01,229.99,299.99,266.57
Radeon RX 7600,2024-12-08,242.99,339.99,276.05
Radeon RX 7600,2024-12-15,249.99,339.99,279.25
Radeon RX 7600,2024-12-23,229.99,339.99,280.38
Radeon RX 7600,2025-01-01,251.99,319.99,276.14
Radeon RX 7600,2025-01-08,242.99,289.99,266.02
Radeon RX 7600,2025-01-15,249.97,289.99,270.42
Radeon RX 7600,2025-01-23,242.99,289.99,267.67
Radeon RX 7600,2025-02-01,259.99,289.99,269.52
Radeon RX 7600,2025-02-08,242.99,286.99,268.14
Radeon RX 7600,2025-02-15,259.99,286.99,272.57
Radeon RX 7600,2025-02-23,249.99,299.99,276.38
Radeon RX 7600,2025-03-01,249.99,294.99,275.41
Radeon RX 7600,2025-03-08,269.99,294.99,279.88
Radeon RX 7600,2025-03-15,259.99,309.99,279.75
Radeon RX 7600,2025-03-23,259.99,339.99,288.94
Radeon RX 7600,2025-04-01,269.99,399.08,315.64
Radeon RX 7600,2025-04-08,269.99,419.66,317.8
Radeon RX 7600,2025-04-15,269.99,420.42,326.09
Radeon RX 7600,2025-04-23,274.99,383.39,323.1
Radeon RX 7600,2025-05-01,274.99,400.81,333.18
Radeon RX 7600,2025-05-08,274.99,386.38,330.56
Radeon RX 7600,2025-05-15,274.99,480.0,340.84
Radeon RX 7600,2025-05-23,279.99,389.0,326.18
Radeon RX 7600,2025-06-01,279.99,396.75,325.83
Radeon RX 7600,2025-06-08,279.99,395.12,327.04
Radeon RX 7600,2025-06-15,274.99,389.0,322.87
Radeon RX 7600,2025-06-23,274.99,389.0,326.22
Radeon RX 7600,2025-07-01,274.99,339.99,307.83
Radeon RX 7600,2025-07-08,274.99,457.89,335.82
Radeon RX 7600,2025-07-15,274.99,369.95,319.91
Radeon RX 7600,2025-07-23,274.99,376.72,321.91
Radeon RX 7600,2025-08-01,274.99,370.49,321.01
Radeon RX 7600,2025-08-08,274.99,378.0,308.3
Radeon RX 7600,2025-08-15,229.99,346.48,290.72
Radeon RX 7600,2025-08-23,229.99,340.0,285.05
Radeon RX 7600,2025-09-01,239.99,359.0,293.49
Radeon RX 7600,2025-09-08,249.99,483.83,319.25
Radeon RX 7600,2025-09-15,249.99,502.99,346.36
Radeon RX 7600,2025-09-23,239.99,406.45,297.12
Radeon RX 7600,2025-10-01,239.99,359.0,289.71
Radeon RX 7600,2025-10-08,239.99,359.0,300.44
Radeon RX 7600,2025-10-15,249.99,359.0,301.69
Radeon RX 7600,2025-10-23,239.99,467.91,299.26
Radeon RX 7600,2025-11-01,239.99,459.6,298.37
Radeon RX 7600,2025-11-08,239.99,455.66,295.86
Radeon RX 7600,2025-11-15,239.99,439.58,295.31
Radeon RX 7600,2025-11-23,239.99,346.93,292.28
Radeon RX 7600,2025-12-01,239.99,346.2,294.41
Radeon RX 7600,2025-12-08,239.99,346.2,297.02
Radeon RX 7600,2025-12-15,239.99,346.2,297.0
Radeon RX 7600,2025-12-23,239.99,347.34,299.06
Radeon RX 7600,2026-01-01,249.99,348.5,303.12
Radeon RX 7600,2026-01-08,249.99,349.89,302.17
Radeon RX 7600,2026-01-15,249.99,357.29,305.59
Radeon RX 7600,2026-01-23,249.99,379.64,304.68
Radeon RX 7600,2026-02-01,249.99,434.74,314.39
Radeon RX 7600,2026-02-08,274.99,384.27,310.19
Radeon RX 7600,2026-02-15,274.99,339.99,299.68
Radeon RX 7600,2026-02-23,274.99,339.99,299.68
Radeon RX 7600,2026-03-01,279.99,349.0,309.58
Radeon RX 7600,2026-03-08,279.99,349.0,309.58
Radeon RX 7600,2026-03-15,279.99,359.0,314.58
Radeon RX 7600,2026-03-23,279.99,359.0,314.58
Radeon RX 7600,2026-04-01,279.99,359.0,314.58
Radeon RX 7600,2026-04-08,279.99,359.0,310.35
Radeon RX 7600,2026-04-15,289.99,359.0,314.66
Radeon RX 7600,2026-04-23,279.99,359.0,306.87
Radeon RX 7600,2026-05-01,279.99,359.0,306.87
Radeon RX 7600,2026-05-08,279.99,302.49,290.85
Radeon RX 7600,2026-05-15,279.99,302.49,287.99
Radeon RX 7600,2026-05-23,279.99,302.49,287.99
Radeon RX 7600,2026-06-01,259.99,379.0,306.99
Radeon RX 7600,2026-06-08,279.99,379.0,307.49
Radeon RX 7600,2026-06-15,279.99,410.31,311.4
Radeon RX 7600,2026-06-23,279.99,398.91,308.73
Radeon RX 7600,2026-07-01,279.99,395.57,310.81
Radeon RX 7600,2026-07-08,279.99,403.5,314.37
Radeon RX 7600,2026-07-15,269.99,302.49,288.7
Radeon RX 7600,2026-07-23,279.99,339.99,303.24
Radeon RX 7600,2026-08-01,299.99,399.98,326.32
Radeon RX 7600,2026-08-08,296.99,399.99,339.24
Radeon RX 7600,2026-08-15,299.99,399.99,334.49
Radeon RX 7600,2026-08-23,299.99,339.49,319.86
Radeon RX 7600,2026-09-01,319.99,460.0,362.37
Radeon RX 7600,2026-09-08,329.0,699.0,441.01
Radeon RX 7900 XTX,2022-12-15,999.99,2299.0,1456.98
Radeon RX 7900 XTX,2022-12-23,999.99,1718.99,1273.99
Radeon RX 7900 XTX,2023-01-01,999.99,1639.0,1261.28
Radeon RX 7900 XTX,2023-01-08,999.99,1649.99,1249.37
Radeon RX 7900 XTX,2023-01-15,999.99,1530.0,1188.99
Radeon RX 7900 XTX,2023-01-23,999.99,1400.99,1210.37
Radeon RX 7900 XTX,2023-02-01,999.99,1259.0,1139.88
Radeon RX 7900 XTX,2023-02-08,1069.99,1149.99,1107.13
Radeon RX 7900 XTX,2023-02-15,1069.99,1199.99,1115.55
Radeon RX 7900 XTX,2023-02-23,999.99,1199.99,1086.68
Radeon RX 7900 XTX,2023-03-01,999.99,1207.42,1106.52
Radeon RX 7900 XTX,2023-03-08,999.99,1224.99,1095.46
Radeon RX 7900 XTX,2023-03-15,999.99,1196.0,1082.05
Radeon RX 7900 XTX,2023-03-23,999.99,1233.67,1096.75
Radeon RX 7900 XTX,2023-04-01,999.99,1199.99,1105.14
Radeon RX 7900 XTX,2023-04-08,959.99,1199.99,1098.56
Radeon RX 7900 XTX,2023-04-15,959.99,1199.99,1089.1
Radeon RX 7900 XTX,2023-04-23,969.99,1199.99,1079.19
Radeon RX 7900 XTX,2023-05-01,979.99,1169.99,1077.75
Radeon RX 7900 XTX,2023-05-08,979.0,1169.99,1058.79
Radeon RX 7900 XTX,2023-05-15,969.99,1149.99,1052.82
Radeon RX 7900 XTX,2023-05-23,949.99,1149.99,1047.95
Radeon RX 7900 XTX,2023-06-01,959.99,1149.99,1054.19
Radeon RX 7900 XTX,2023-06-08,939.99,1149.99,1046.95
Radeon RX 7900 XTX,2023-06-15,979.99,1135.99,1057.18
Radeon RX 7900 XTX,2023-06-23,949.99,1299.0,1080.86
Radeon RX 7900 XTX,2023-07-01,929.99,1199.99,1057.35
Radeon RX 7900 XTX,2023-07-08,899.99,1239.0,1045.86
Radeon RX 7900 XTX,2023-07-15,929.99,1263.8,1062.62
Radeon RX 7900 XTX,2023-07-23,939.99,1207.01,1038.12
Radeon RX 7900 XTX,2023-08-01,939.99,1263.8,1055.93
Radeon RX 7900 XTX,2023-08-08,939.99,1199.99,1038.28
Radeon RX 7900 XTX,2023-08-15,959.99,1149.99,1027.74
Radeon RX 7900 XTX,2023-08-23,939.99,1184.77,1025.97
Radeon RX 7900 XTX,2023-09-01,959.99,1269.6,1036.99
Radeon RX 7900 XTX,2023-09-08,949.99,1210.9,1026.52
Radeon RX 7900 XTX,2023-09-15,949.0,1241.59,1037.28
Radeon RX 7900 XTX,2023-09-23,949.0,1214.31,1028.31
Radeon RX 7900 XTX,2023-10-01,949.0,1229.9,1045.94
Radeon RX 7900 XTX,2023-10-08,889.99,1229.9,1030.83
Radeon RX 7900 XTX,2023-10-15,899.99,1229.9,1037.85
Radeon RX 7900 XTX,2023-10-23,949.99,1263.79,1043.92
Radeon RX 7900 XTX,2023-11-01,929.99,1204.27,1038.85
Radeon RX 7900 XTX,2023-11-08,949.99,1247.59,1052.34
Radeon RX 7900 XTX,2023-11-15,949.99,1249.88,1056.31
Radeon RX 7900 XTX,2023-11-23,889.99,1179.06,1017.17
Radeon RX 7900 XTX,2023-12-01,909.99,1269.99,1038.55
Radeon RX 7900 XTX,2023-12-08,949.99,1199.0,1048.55
Radeon RX 7900 XTX,2023-12-15,959.99,1221.25,1042.48
Radeon RX 7900 XTX,2023-12-23,959.99,1276.0,1037.87
Radeon RX 7900 XTX,2024-01-01,959.99,1276.0,1052.61
Radeon RX 7900 XTX,2024-01-08,959.99,1204.4,1052.61
Radeon RX 7900 XTX,2024-01-15,929.99,1210.93,1047.86
Radeon RX 7900 XTX,2024-01-23,944.99,1201.49,1037.85
Radeon RX 7900 XTX,2024-02-01,929.99,1179.99,1027.16
Radeon RX 7900 XTX,2024-02-08,919.99,1298.69,1024.97
Radeon RX 7900 XTX,2024-02-15,919.99,1199.99,1028.32
Radeon RX 7900 XTX,2024-02-23,919.99,1279.66,1037.91
Radeon RX 7900 XTX,2024-03-01,909.99,1261.08,1026.91
Radeon RX 7900 XTX,2024-03-08,909.99,1299.0,1036.17
Radeon RX 7900 XTX,2024-03-15,909.99,1225.86,1024.07
Radeon RX 7900 XTX,2024-03-23,899.99,1215.88,1017.37
Radeon RX 7900 XTX,2024-04-01,926.73,1212.4,1021.29
Radeon RX 7900 XTX,2024-04-08,899.99,1265.24,1022.77
Radeon RX 7900 XTX,2024-04-15,904.99,1149.99,997.05
Radeon RX 7900 XTX,2024-04-23,849.99,1149.99,989.17
Radeon RX 7900 XTX,2024-05-01,879.99,1099.99,991.22
Radeon RX 7900 XTX,2024-05-08,899.99,1149.99,988.27
Radeon RX 7900 XTX,2024-05-15,899.99,1149.0,987.72
Radeon RX 7900 XTX,2024-05-23,916.75,1099.99,978.1
Radeon RX 7900 XTX,2024-06-01,899.99,1099.99,986.97
Radeon RX 7900 XTX,2024-06-08,899.99,1099.99,972.42
Radeon RX 7900 XTX,2024-06-15,899.99,1303.46,1008.73
Radeon RX 7900 XTX,2024-06-23,912.13,1165.99,992.32
Radeon RX 7900 XTX,2024-07-01,899.99,1291.72,1014.71
Radeon RX 7900 XTX,2024-07-08,909.99,1165.99,997.71
Radeon RX 7900 XTX,2024-07-15,869.99,1099.99,960.36
Radeon RX 7900 XTX,2024-07-23,909.97,1059.99,975.14
Radeon RX 7900 XTX,2024-08-01,908.99,1099.99,979.98
Radeon RX 7900 XTX,2024-08-08,908.99,1059.99,967.94
Radeon RX 7900 XTX,2024-08-15,908.99,1059.99,972.39
Radeon RX 7900 XTX,2024-08-23,899.99,1099.99,974.1
Radeon RX 7900 XTX,2024-09-01,899.97,1099.99,962.73
Radeon RX 7900 XTX,2024-09-08,879.99,1099.99,965.94
Radeon RX 7900 XTX,2024-09-15,899.97,1099.99,963.08
Radeon RX 7900 XTX,2024-09-23,899.97,1099.99,966.18
Radeon RX 7900 XTX,2024-10-01,899.99,1099.99,975.55
Radeon RX 7900 XTX,2024-10-08,788.49,1179.99,930.02
Radeon RX 7900 XTX,2024-10-15,849.99,1099.99,948.56
Radeon RX 7900 XTX,2024-10-23,869.99,1179.99,958.88
Radeon RX 7900 XTX,2024-11-01,839.99,1179.99,950.24
Radeon RX 7900 XTX,2024-11-08,839.99,1099.99,928.3
Radeon RX 7900 XTX,2024-11-15,839.99,1099.99,935.19
Radeon RX 7900 XTX,2024-11-23,819.99,1206.28,944.81
Radeon RX 7900 XTX,2024-12-01,819.97,1306.39,956.82
Radeon RX 7900 XTX,2024-12-08,839.99,1099.99,956.34
Radeon RX 7900 XTX,2024-12-15,829.99,1296.09,1015.39
Radeon RX 7900 XTX,2024-12-23,849.99,1179.99,959.28
Radeon RX 7900 XTX,2025-01-01,869.99,1179.99,1003.87
Radeon RX 7900 XTX,2025-01-08,929.99,1346.26,1060.97
Radeon RX 7900 XTX,2025-01-15,899.97,1345.98,1047.13
Radeon RX 7900 XTX,2025-01-23,869.99,1379.99,1045.92
Radeon RX 7900 XTX,2025-02-01,829.99,1399.99,1081.08
Radeon RX 7900 XTX,2025-02-08,929.99,1439.0,1061.73
Radeon RX 7900 XTX,2025-02-15,919.99,1699.99,1318.98
Radeon RX 7900 XTX,2025-02-23,919.99,1699.99,1324.64
Radeon RX 7900 XTX,2025-03-01,979.99,1699.99,1290.83
Radeon RX 7900 XTX,2025-03-08,919.99,1798.0,1293.81
Radeon RX 7900 XTX,2025-03-15,919.99,1798.0,1280.84
Radeon RX 7900 XTX,2025-03-23,919.99,1448.0,1138.53
Radeon RX 7900 XTX,2025-04-01,999.99,1678.0,1196.32
Radeon RX 7900 XTX,2025-04-08,799.99,1678.0,1167.26
Radeon RX 7900 XTX,2025-04-15,799.99,1678.0,1144.51
Radeon RX 7900 XTX,2025-04-23,799.99,1399.99,1106.11
Radeon RX 7900 XTX,2025-05-01,799.99,1319.0,1086.13
Radeon RX 7900 XTX,2025-05-08,799.99,1349.99,1101.43
Radeon RX 7900 XTX,2025-05-15,799.99,1179.99,1079.3
Radeon RX 7900 XTX,2025-05-23,989.97,1179.99,1082.88
Radeon RX 7900 XTX,2025-06-01,989.97,1289.0,1105.15
Radeon RX 7900 XTX,2025-06-08,989.97,1289.0,1101.68
Radeon RX 7900 XTX,2025-06-15,989.97,1239.9,1092.58
Radeon RX 7900 XTX,2025-06-23,799.99,1335.24,1085.04
Radeon RX 7900 XTX,2025-07-01,799.99,1229.99,1043.49
Radeon RX 7900 XTX,2025-07-08,899.99,1335.24,1104.51
Radeon RX 7900 XTX,2025-07-15,899.99,1315.0,1100.09
Radeon RX 7900 XTX,2025-07-23,899.99,1329.0,1104.79
Radeon RX 7900 XTX,2025-08-01,899.99,1249.9,1033.63
Radeon RX 7900 XTX,2025-08-08,899.99,1199.0,1024.22
Radeon RX 7900 XTX,2025-08-15,849.99,1199.0,1018.66
Radeon RX 7900 XTX,2025-08-23,849.99,1199.0,1017.1
Radeon RX 7900 XTX,2025-09-01,849.99,1199.0,1016.44
Radeon RX 7900 XTX,2025-09-08,749.99,1199.0,1010.2
Radeon RX 7900 XTX,2025-09-15,749.99,1199.0,988.11
Radeon RX 7900 XTX,2025-09-23,749.99,1179.99,948.34
Radeon RX 7900 XTX,2025-10-01,799.99,1179.99,954.88
Radeon RX 7900 XTX,2025-10-08,749.99,1221.42,963.53
Radeon RX 7900 XTX,2025-10-15,799.99,1349.99,997.5
Radeon RX 7900 XTX,2025-10-23,799.99,1278.75,978.8
Radeon RX 7900 XTX,2025-11-01,799.99,1237.22,978.07
Radeon RX 7900 XTX,2025-11-08,799.99,1490.0,1018.48
Radeon RX 7900 XTX,2025-11-15,799.99,1498.0,1036.79
Radeon RX 7900 XTX,2025-11-23,799.99,1490.0,1041.67
Radeon RX 7900 XTX,2025-12-01,799.99,1490.0,1019.61
Radeon RX 7900 XTX,2025-12-08,799.99,1490.0,1034.21
Radeon RX 7900 XTX,2025-12-15,799.99,1490.0,1032.96
Radeon RX 7900 XTX,2025-12-23,799.99,1490.0,1046.59
Radeon RX 7900 XTX,2026-01-01,847.99,1490.0,1074.41
Radeon RX 7900 XTX,2026-01-08,847.99,1490.0,1103.51
Radeon RX 7900 XTX,2026-01-15,847.99,1485.0,1055.27
Radeon RX 7900 XTX,2026-01-23,847.99,1527.8,1135.52
Radeon RX 7900 XTX,2026-02-01,879.99,1227.17,1058.71
Radeon RX 7900 XTX,2026-02-08,879.99,1299.0,1080.79
Radeon RX 7900 XTX,2026-02-15,847.99,1225.0,1029.21
Radeon RX 7900 XTX,2026-02-23,847.99,1179.99,986.85
Radeon RX 7900 XTX,2026-03-01,879.99,1595.0,1141.49
Radeon RX 7900 XTX,2026-03-08,879.99,1269.99,1069.14
Radeon RX 7900 XTX,2026-03-15,879.99,1334.31,1083.8
Radeon RX 7900 XTX,2026-03-23,879.99,1429.99,1093.88
Radeon RX 7900 XTX,2026-04-01,879.99,1599.0,1144.39
Radeon RX 7900 XTX,2026-04-08,879.99,1599.0,1188.29
Radeon RX 7900 XTX,2026-04-15,879.99,1525.0,1150.89
Radeon RX 7900 XTX,2026-04-23,879.99,1295.0,1051.87
Radeon RX 7900 XTX,2026-05-01,879.99,1345.99,1058.24
Radeon RX 7900 XTX,2026-05-08,879.99,1340.0,1073.32
Radeon RX 7900 XTX,2026-05-15,879.99,1199.99,1039.99
Radeon RX 7900 XTX,2026-05-23,879.99,1340.0,1056.66
Radeon RX 7900 XTX,2026-06-01,879.99,1289.99,1056.66
Radeon RX 7900 XTX,2026-06-08,879.99,1179.99,1021.24
Radeon RX 7900 XTX,2026-06-15,879.99,1179.99,1017.13
Radeon RX 7900 XTX,2026-06-23,879.99,1179.99,1017.13
Radeon RX 7900 XTX,2026-07-01,879.99,1445.99,1073.99
Radeon RX 7900 XTX,2026-07-08,879.99,1790.0,1209.99
Radeon RX 7900 XTX,2026-07-15,899.99,1399.99,1069.49
Radeon RX 7900 XTX,2026-07-23,899.99,1399.99,1106.1
Radeon RX 7900 XTX,2026-08-01,929.99,1499.0,1231.44
Radeon RX 7900 XTX,2026-08-08,985.99,1399.0,1132.99
Radeon RX 7900 XTX,2026-08-15,985.99,1499.0,1343.74
Radeon RX 7900 XTX,2026-08-23,1029.99,1799.0,1330.24
Radeon RX 7900 XTX,2026-09-01,1091.99,1799.0,1463.33
Radeon RX 7900 XTX,2026-09-08,1799.0,1799.0,1799.0
Radeon RX 9060 XT,2025-06-08,349.99,519.99,397.67
Radeon RX 9060 XT,2025-06-15,349.99,479.99,390.93
Radeon RX 9060 XT,2025-06-23,349.99,539.99,422.66
Radeon RX 9060 XT,2025-07-01,349.99,514.72,414.64
Radeon RX 9060 XT,2025-07-08,349.99,524.0,411.87
Radeon RX 9060 XT,2025-07-15,349.99,461.27,401.46
Radeon RX 9060 XT,2025-07-23,349.99,501.39,404.44
Radeon RX 9060 XT,2025-08-01,349.99,439.99,394.36
Radeon RX 9060 XT,2025-08-08,349.99,479.99,402.82
Radeon RX 9060 XT,2025-08-15,349.99,439.99,394.35
Radeon RX 9060 XT,2025-08-23,349.99,529.0,417.61
Radeon RX 9060 XT,2025-09-01,349.99,479.99,397.63
Radeon RX 9060 XT,2025-09-08,349.99,524.0,411.14
Radeon RX 9060 XT,2025-09-15,349.99,399.99,381.99
Radeon RX 9060 XT,2025-09-23,349.99,524.0,407.45
Radeon RX 9060 XT,2025-10-01,349.99,524.0,409.12
Radeon RX 9060 XT,2025-10-08,349.99,439.99,385.9
Radeon RX 9060 XT,2025-10-15,349.99,399.99,378.88
Radeon RX 9060 XT,2025-10-23,349.99,439.99,390.95
Radeon RX 9060 XT,2025-11-01,349.99,479.99,401.88
Radeon RX 9060 XT,2025-11-08,359.99,439.99,399.31
Radeon RX 9060 XT,2025-11-15,359.99,439.99,398.67
Radeon RX 9060 XT,2025-11-23,349.99,455.99,392.75
Radeon RX 9060 XT,2025-12-01,349.99,429.99,391.22
Radeon RX 9060 XT,2025-12-08,369.99,469.99,403.27
Radeon RX 9060 XT,2025-12-15,369.99,469.99,403.92
Radeon RX 9060 XT,2025-12-23,379.99,469.99,410.54
Radeon RX 9060 XT,2026-01-01,384.0,524.0,425.62
Radeon RX 9060 XT,2026-01-08,389.99,475.98,425.86
Radeon RX 9060 XT,2026-01-15,389.99,524.0,440.27
Radeon RX 9060 XT,2026-01-23,389.99,549.99,463.42
Radeon RX 9060 XT,2026-02-01,413.49,549.99,480.05
Radeon RX 9060 XT,2026-02-08,413.49,549.99,478.81
Radeon RX 9060 XT,2026-02-15,423.99,549.99,479.36
Radeon RX 9060 XT,2026-02-23,423.99,549.99,484.03
Radeon RX 9060 XT,2026-03-01,423.99,529.99,482.0
Radeon RX 9060 XT,2026-03-08,423.99,584.41,484.07
Radeon RX 9060 XT,2026-03-15,423.99,573.54,487.36
Radeon RX 9060 XT,2026-03-23,423.99,549.99,481.1
Radeon RX 9060 XT,2026-04-01,423.99,549.99,481.14
Radeon RX 9060 XT,2026-04-08,419.99,549.99,481.08
Radeon RX 9060 XT,2026-04-15,423.99,592.71,483.27
Radeon RX 9060 XT,2026-04-23,423.99,553.21,487.03
Radeon RX 9060 XT,2026-05-01,423.99,529.99,477.34
Radeon RX 9060 XT,2026-05-08,423.99,544.49,476.48
Radeon RX 9060 XT,2026-05-15,423.99,515.69,476.45
Radeon RX 9060 XT,2026-05-23,423.99,553.21,473.76
Radeon RX 9060 XT,2026-06-01,423.99,537.24,477.75
Radeon RX 9060 XT,2026-06-08,423.99,537.24,477.12
Radeon RX 9060 XT,2026-06-15,423.99,548.77,478.28
Radeon RX 9060 XT,2026-06-23,423.99,553.21,471.51
Radeon RX 9060 XT,2026-07-01,419.99,563.5,472.07
Radeon RX 9060 XT,2026-07-08,423.99,553.21,475.79
Radeon RX 9060 XT,2026-07-15,448.99,529.99,478.62
Radeon RX 9060 XT,2026-07-23,444.99,549.95,477.34
Radeon RX 9060 XT,2026-08-01,448.99,619.0,494.77
Radeon RX 9060 XT,2026-08-08,469.99,625.23,513.08
Radeon RX 9060 XT,2026-08-15,479.0,561.99,523.05
Radeon RX 9060 XT,2026-08-23,459.99,569.99,516.24
Radeon RX 9060 XT,2026-09-01,469.99,649.99,534.76
Radeon RX 9060 XT,2026-09-08,469.99,689.95,547.7
Radeon RX 9070,2025-03-08,549.99,709.99,644.61
Radeon RX 9070,2025-03-15,549.99,709.99,644.16
Radeon RX 9070,2025-03-23,549.99,1060.8,764.17
Radeon RX 9070,2025-04-01,549.99,980.0,729.62
Radeon RX 9070,2025-04-08,549.99,1194.0,762.63
Radeon RX 9070,2025-04-15,549.99,1260.0,775.5
Radeon RX 9070,2025-04-23,549.99,1195.0,770.12
Radeon RX 9070,2025-05-01,549.99,999.99,755.42
Radeon RX 9070,2025-05-08,549.99,1049.99,743.92
Radeon RX 9070,2025-05-15,549.99,980.0,731.14
Radeon RX 9070,2025-05-23,549.99,899.99,718.87
Radeon RX 9070,2025-06-01,549.99,898.0,710.95
Radeon RX 9070,2025-06-08,549.99,827.94,689.83
Radeon RX 9070,2025-06-15,599.99,819.99,703.42
Radeon RX 9070,2025-06-23,549.99,819.99,682.89
Radeon RX 9070,2025-07-01,549.99,899.0,705.37
Radeon RX 9070,2025-07-08,549.99,912.9,703.56
Radeon RX 9070,2025-07-15,599.99,750.99,671.54
Radeon RX 9070,2025-07-23,549.99,836.63,680.8
Radeon RX 9070,2025-08-01,599.99,773.43,673.39
Radeon RX 9070,2025-08-08,599.99,793.79,679.61
Radeon RX 9070,2025-08-15,599.99,799.99,672.19
Radeon RX 9070,2025-08-23,549.99,799.99,676.68
Radeon RX 9070,2025-09-01,549.99,799.99,667.76
Radeon RX 9070,2025-09-08,599.99,769.99,668.54
Radeon RX 9070,2025-09-15,599.99,769.99,673.83
Radeon RX 9070,2025-09-23,599.99,799.99,670.56
Radeon RX 9070,2025-10-01,599.99,819.99,682.12
Radeon RX 9070,2025-10-08,549.99,943.26,653.95
Radeon RX 9070,2025-10-15,549.99,799.99,652.66
Radeon RX 9070,2025-10-23,549.99,847.99,651.49
Radeon RX 9070,2025-11-01,549.99,829.99,646.22
Radeon RX 9070,2025-11-08,549.99,813.99,644.9
Radeon RX 9070,2025-11-15,519.99,749.99,623.94
Radeon RX 9070,2025-11-23,519.99,801.99,618.32
Radeon RX 9070,2025-12-01,494.99,799.99,593.08
Radeon RX 9070,2025-12-08,519.99,799.99,619.43
Radeon RX 9070,2025-12-15,519.99,868.16,641.71
Radeon RX 9070,2025-12-23,519.99,799.99,624.54
Radeon RX 9070,2026-01-01,524.99,849.99,652.75
Radeon RX 9070,2026-01-08,582.99,769.99,646.19
Radeon RX 9070,2026-01-15,524.99,799.99,649.0
Radeon RX 9070,2026-01-23,582.99,877.08,678.02
Radeon RX 9070,2026-02-01,582.99,877.08,705.18
Radeon RX 9070,2026-02-08,524.99,885.64,680.53
Radeon RX 9070,2026-02-15,524.99,799.99,690.73
Radeon RX 9070,2026-02-23,582.99,799.99,688.7
Radeon RX 9070,2026-03-01,619.99,874.67,713.52
Radeon RX 9070,2026-03-08,629.99,845.23,709.1
Radeon RX 9070,2026-03-15,609.99,851.33,709.87
Radeon RX 9070,2026-03-23,599.99,859.21,707.82
Radeon RX 9070,2026-04-01,609.99,799.99,697.54
Radeon RX 9070,2026-04-08,609.99,859.99,705.04
Radeon RX 9070,2026-04-15,629.99,769.99,680.76
Radeon RX 9070,2026-04-23,629.99,739.99,684.28
Radeon RX 9070,2026-05-01,619.99,720.99,668.95
Radeon RX 9070,2026-05-08,615.59,769.99,675.02
Radeon RX 9070,2026-05-15,619.99,769.99,682.6
Radeon RX 9070,2026-05-23,599.99,732.0,666.53
Radeon RX 9070,2026-06-01,599.99,741.99,670.49
Radeon RX 9070,2026-06-08,599.99,729.99,679.65
Radeon RX 9070,2026-06-15,599.99,729.99,678.29
Radeon RX 9070,2026-06-23,579.99,720.99,656.9
Radeon RX 9070,2026-07-01,599.99,789.95,680.9
Radeon RX 9070,2026-07-08,599.99,769.99,677.13
Radeon RX 9070,2026-07-15,579.99,795.0,675.24
Radeon RX 9070,2026-07-23,619.99,789.95,687.47
Radeon RX 9070,2026-08-01,649.95,789.95,696.43
Radeon RX 9070,2026-08-08,649.95,789.95,704.88
Radeon RX 9070,2026-08-15,649.99,832.62,721.2
Radeon RX 9070,2026-08-23,649.99,789.95,709.79
Radeon RX 9070,2026-09-01,649.99,789.95,710.2
Radeon RX 9070,2026-09-08,649.99,802.79,716.33
Radeon RX 9070 XT,2025-03-08,669.99,799.99,752.85
Radeon RX 9070 XT,2025-03-15,669.99,939.99,768.74
Radeon RX 9070 XT,2025-03-23,669.99,1749.99,956.71
Radeon RX 9070 XT,2025-04-01,669.99,1349.95,921.76
Radeon RX 9070 XT,2025-04-08,669.99,1399.99,959.05
Radeon RX 9070 XT,2025-04-15,699.99,1349.0,920.61
Radeon RX 9070 XT,2025-04-23,699.99,1250.0,907.92
Radeon RX 9070 XT,2025-05-01,699.99,1179.0,901.8
Radeon RX 9070 XT,2025-05-08,699.99,1103.25,885.7
Radeon RX 9070 XT,2025-05-15,699.99,1069.95,875.97
Radeon RX 9070 XT,2025-05-23,699.99,1043.99,865.78
Radeon RX 9070 XT,2025-06-01,699.99,1043.99,872.84
Radeon RX 9070 XT,2025-06-08,699.99,1099.99,866.1
Radeon RX 9070 XT,2025-06-15,659.99,1049.95,851.41
Radeon RX 9070 XT,2025-06-23,659.99,1043.99,828.75
Radeon RX 9070 XT,2025-07-01,599.99,1043.99,821.38
Radeon RX 9070 XT,2025-07-08,659.99,1008.57,803.72
Radeon RX 9070 XT,2025-07-15,599.99,1052.5,821.64
Radeon RX 9070 XT,2025-07-23,599.99,1008.57,814.35
Radeon RX 9070 XT,2025-08-01,599.99,999.95,796.91
Radeon RX 9070 XT,2025-08-08,659.99,919.99,788.38
Radeon RX 9070 XT,2025-08-15,599.99,904.99,781.06
Radeon RX 9070 XT,2025-08-23,659.99,905.99,786.36
Radeon RX 9070 XT,2025-09-01,599.99,949.0,765.85
Radeon RX 9070 XT,2025-09-08,599.99,949.0,772.42
Radeon RX 9070 XT,2025-09-15,599.99,949.0,774.75
Radeon RX 9070 XT,2025-09-23,599.99,949.0,762.91
Radeon RX 9070 XT,2025-10-01,599.99,935.4,756.36
Radeon RX 9070 XT,2025-10-08,589.99,869.99,728.97
Radeon RX 9070 XT,2025-10-15,599.99,899.99,746.17
